frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22222,2022/3/25 20:21,wofa.bilibili,6,2,9.927,0,0.03125,1,0,5,11269,0,0,0,0
22223,2022/3/25 20:21,wofa.bilibili,6,2,9.982,0,0.03125,1,0,5,11358,0,0,0,0
22224,2022/3/25 20:21,wofa.bilibili,6,2,10.029,0,0.03125,1,0,5,11435,0,0,0,0
22226,2022/3/25 20:21,wofa.bilibili,6,2,10.085,0,0.03125,1,0,5,11530,0,0,0,0
22227,2022/3/25 20:21,wofa.bilibili,6,2,10.133,0,0.03125,1,0,5,11614,0,0,0,0
22228,2022/3/25 20:21,wofa.bilibili,6,2,10.184,0,0.03125,1,0,5,11706,0,0,0,0
22229,2022/3/25 20:21,wofa.bilibili,6,2,10.24,0,0.03125,1,0,5,11800,0,0,0,0
22230,2022/3/25 20:21,wofa.bilibili,6,2,10.287,0,0.03125,1,0,5,11734,0,0,0,0
22231,2022/3/25 20:21,wofa.bilibili,6,2,10.287,0,0.03125,1,0,5,11912,0,0,0,0
22232,2022/3/25 20:21,wofa.bilibili,6,2,10.393,0,0.023094,1,0,6,11113,0,0,0,0
22233,2022/3/25 20:21,wofa.bilibili,6,2,10.451,0,0.011312,1,0,6,10532,0,0,0,0
22234,2022/3/25 20:21,wofa.bilibili,6,2,10.498,0,0.001859,1,0,6,10576,0,0,0,0
22235,2022/3/25 20:21,wofa.bilibili,6,2,10.555,0,0,1,0,6,10643,0,0,0,0
22236,2022/3/25 20:21,wofa.bilibili,6,2,10.602,0,0,1,0,6,10708,0,0,0,0
22237,2022/3/25 20:21,wofa.bilibili,6,2,10.658,0,0,1,0,6,10791,0,0,0,0
22238,2022/3/25 20:21,wofa.bilibili,6,2,10.706,0,0,1,0,6,10857,0,0,0,0
22239,2022/3/25 20:21,wofa.bilibili,6,2,10.762,0,0,1,0,6,10931,0,0,0,0
22240,2022/3/25 20:21,wofa.bilibili,6,2,10.808,0,0,1,0,6,10991,0,0,0,0
22241,2022/3/25 20:21,wofa.bilibili,6,2,10.865,0,0.012469,1,0,6,11053,0,0,0,0
22242,2022/3/25 20:21,wofa.bilibili,6,2,10.913,0,0.022119,1,0,6,11097,0,0,0,0
22243,2022/3/25 20:21,wofa.bilibili,6,2,10.969,0,0.03125,1,0,6,11146,0,0,0,0
22244,2022/3/25 20:21,wofa.bilibili,6,2,11.016,0,0.03125,1,0,6,11195,0,0,0,0
22248,2022/3/25 20:21,wofa.bilibili,6,2,11.176,0,0.03125,1,0,6,11373,0,0,0,0
22249,2022/3/25 20:21,wofa.bilibili,6,2,11.223,0,0.03125,1,0,6,11426,0,0,0,0
22251,2022/3/25 20:21,wofa.bilibili,6,2,11.328,0,0.03125,1,0,6,11531,0,0,0,0
22252,2022/3/25 20:21,wofa.bilibili,6,2,11.385,0,0.03125,1,0,6,11577,0,0,0,0
22253,2022/3/25 20:21,wofa.bilibili,6,2,11.433,0,0.03125,1,0,6,11617,0,0,0,0
22255,2022/3/25 20:21,wofa.bilibili,6,2,11.491,0,0.03125,1,0,6,11672,0,0,0,0
22256,2022/3/25 20:21,wofa.bilibili,6,2,11.54,0,0.03125,1,0,6,11718,0,0,0,0
22258,2022/3/25 20:21,wofa.bilibili,6,2,11.596,0,0.03125,1,0,6,11774,0,0,0,0
22259,2022/3/25 20:21,wofa.bilibili,6,2,11.645,0,0.03125,1,0,6,11731,0,0,0,0
22260,2022/3/25 20:21,wofa.bilibili,6,2,11.705,0,0.03125,1,0,6,11822,0,0,0,0
22261,2022/3/25 20:21,wofa.bilibili,6,2,11.754,0,0.03125,1,0,7,11052,0,0,0,0
22262,2022/3/25 20:21,wofa.bilibili,6,2,11.812,0,0.03125,1,0,7,10474,0,0,0,0
22263,2022/3/25 20:21,wofa.bilibili,6,2,11.862,0,0.03125,1,0,7,10500,0,0,0,0
22264,2022/3/25 20:21,wofa.bilibili,6,2,11.922,0,0.03125,1,0,7,10530,0,0,0,0
22265,2022/3/25 20:21,wofa.bilibili,6,2,11.97,0,0.03125,1,0,7,10551,0,0,0,0
22266,2022/3/25 20:21,wofa.bilibili,6,2,12.029,0,0.03125,1,0,7,10577,0,0,0,0
22268,2022/3/25 20:21,wofa.bilibili,6,2,12.077,0,0.03125,1,0,7,10609,0,0,0,0
22269,2022/3/25 20:21,wofa.bilibili,6,2,12.137,0,0.03125,1,0,7,10661,0,0,0,0
22270,2022/3/25 20:21,wofa.bilibili,6,2,12.185,0,0.03125,1,0,7,10707,0,0,0,0
22271,2022/3/25 20:21,wofa.bilibili,6,2,12.243,0,0.03125,1,0,7,10746,0,0,0,0
22272,2022/3/25 20:21,wofa.bilibili,6,2,12.293,0,0.03125,1,0,7,10771,0,0,0,0
22273,2022/3/25 20:21,wofa.bilibili,6,2,12.345,0,0.03125,0.964099,0.082059,6,12149,0,0,0,0
22274,2022/3/25 20:21,wofa.bilibili,6,2,12.403,0,0.03125,0.799976,0.457198,6,12038,0,0,0,0
22275,2022/3/25 20:21,wofa.bilibili,6,2,12.452,0,0.03125,0.661752,0.773138,6,11861,0,0,0,0
22276,2022/3/25 20:21,wofa.bilibili,6,2,12.507,0,0.039276,0.490268,1,5,11935,0,0,0,0
22277,2022/3/25 20:21,wofa.bilibili,6,2,12.558,0,0.059079,0.312035,1,5,12795,0,0,0,0
22278,2022/3/25 20:21,wofa.bilibili,6,2,12.61,0,0.079116,0.131707,1,5,12409,0,0,0,0
22279,2022/3/25 20:21,wofa.bilibili,6,2,12.661,0,0.09375,0,1,5,11998,0,0,0,0
22280,2022/3/25 20:21,wofa.bilibili,6,2,12.715,0,0.09375,0,0.845273,4,12604,0,0,0,0
22281,2022/3/25 20:21,wofa.bilibili,6,2,12.773,0,0.09375,0,0.715293,4,13133,0,0,0,0
22282,2022/3/25 20:21,wofa.bilibili,6,2,12.827,0,0.09375,0,0.625,4,12950,0,0,0,0
22283,2022/3/25 20:21,wofa.bilibili,6,2,12.874,0,0.117544,0,0.577412,4,12703,0,0,0,0
